age,monthly_income_inr,area_type,upi_monthly_avg_txn_count,upi_avg_txn_amount,upi_failed_txn_ratio,mobile_recharge_consistency_score,mobile_recharge_lapse_days_max,utility_bills_on_time_pct,electricity_bill_avg_amount,cooperative_meeting_attendance_pct,shg_savings_amount_inr,microfinance_loans_repaid_count,microfinance_default_rate,gig_monthly_earnings,gig_platform_rating,jandhan_avg_balance,jandhan_zero_balance_months,monthly_data_usage_gb,telecom_bill_late_payments,banking_app_login_frequency_monthly,fintech_apps_count,rent_on_time_payment_pct,rent_to_income_ratio,social_referral_count,insurance_policy_count,alternative_credit_score,credit_risk_label,loan_approved
34,8374,Urban,16,317.7,0.156,0.1,23,0.75,2183.29,0.0,0,4,0.064,9192.24,4.7,1106.47,5,15.33,3,55,6,0.72,0.62,7,2,703,Low Risk,1
41,24174,Urban,68,99.5,0.017,0.99,0,0.83,316.33,0.67,22702,2,0.267,0.0,0.0,512.39,6,13.3,4,13,6,0.81,0.33,5,0,663,Low Risk,1
20,26567,Urban,57,80.45,0.034,0.3,0,0.81,666.87,0.0,0,1,0.041,0.0,0.0,420.47,3,5.81,8,28,4,0.86,0.65,9,2,589,Medium Risk,0
49,5524,Urban,56,365.72,0.131,0.08,63,0.56,319.43,0.0,0,7,0.229,16255.73,3.5,23.31,9,2.49,11,6,7,0.85,0.17,4,1,642,Medium Risk,1
52,12277,Urban,61,83.5,0.182,0.01,61,0.86,349.09,0.57,21889,1,0.084,5964.8,3.1,943.05,6,2.25,10,24,7,0.0,0.0,3,1,653,Low Risk,1
55,34600,Semi-Urban,94,47.85,0.133,0.41,35,0.45,1357.2,0.0,0,2,0.056,24135.41,4.8,0.0,0,1.93,3,41,3,0.0,0.0,7,3,627,Medium Risk,1
30,21863,Urban,51,1067.8,0.344,0.63,74,0.74,1748.78,0.0,0,3,0.017,0.0,0.0,6.44,8,4.34,1,29,3,0.82,0.2,8,1,648,Medium Risk,1
42,12885,Urban,60,439.53,0.138,0.33,17,0.79,1992.36,0.64,28373,1,0.35,0.0,0.0,1053.2,10,1.97,8,55,7,0.82,0.26,8,3,625,Medium Risk,1
26,29891,Urban,39,2040.61,0.069,0.84,15,0.97,1768.13,0.79,47289,0,0.076,3520.68,4.5,285.48,1,8.83,10,27,3,0.0,0.0,3,0,692,Low Risk,1
21,24538,Semi-Urban,37,626.88,0.342,0.72,16,0.97,972.38,0.0,0,3,0.019,5312.1,4.6,0.0,0,5.63,11,9,2,0.93,0.27,8,2,694,Low Risk,1
31,3778,Rural,42,53.42,0.052,0.35,23,0.77,1437.49,0.0,0,1,0.219,18490.64,3.5,0.0,0,5.38,2,46,5,0.0,0.0,1,2,617,Medium Risk,1
54,32165,Rural,62,274.69,0.134,0.73,67,0.53,2326.39,0.0,0,0,0.141,0.0,0.0,63.14,8,0.71,10,46,5,0.0,0.0,6,3,485,High Risk,0
51,29161,Rural,18,72.33,0.162,0.94,78,0.78,1030.18,0.72,39054,3,0.036,0.0,0.0,112.83,2,4.61,5,33,7,0.0,0.0,3,0,593,Medium Risk,0
28,4492,Semi-Urban,99,33.72,0.116,0.09,1,0.44,705.77,0.0,0,2,0.011,0.0,0.0,902.45,7,2.83,8,55,4,0.77,0.06,3,3,549,High Risk,0
58,33462,Semi-Urban,49,143.07,0.119,0.31,72,0.89,1346.37,0.0,0,5,0.152,2453.19,3.3,974.41,0,39.11,2,15,2,0.0,0.0,7,2,634,Medium Risk,1
20,20044,Semi-Urban,32,794.6,0.119,0.46,9,0.77,813.6,0.76,7511,3,0.016,17435.43,3.7,960.15,9,1.25,7,55,4,0.71,0.07,2,1,714,Low Risk,1
45,20732,Urban,12,340.32,0.029,0.5,52,0.84,728.36,0.93,22674,1,0.029,11994.79,3.6,274.46,4,3.65,8,9,2,0.71,0.24,4,2,717,Low Risk,1
46,16615,Urban,77,46.11,0.071,0.54,88,0.68,1969.13,0.55,38225,1,0.124,0.0,0.0,20795.7,0,6.57,2,28,6,0.0,0.0,4,0,655,Low Risk,1
26,28875,Urban,119,137.17,0.042,0.3,50,0.63,2238.01,0.81,33876,2,0.186,15283.05,4.3,10.14,0,1.69,2,57,6,0.99,0.57,2,0,735,Low Risk,1
20,15132,Rural,96,206.14,0.063,0.67,68,0.43,1305.56,0.74,11130,0,0.217,15499.36,4.0,0.0,0,30.82,3,56,4,0.69,0.08,3,3,676,Low Risk,1
42,13178,Semi-Urban,61,32.24,0.046,0.65,13,0.59,1971.48,0.0,0,3,0.218,0.0,0.0,589.77,4,31.46,0,14,0,0.0,0.0,8,2,582,Medium Risk,0
51,10851,Rural,92,575.83,0.523,0.58,65,0.86,549.01,0.5,19598,0,0.165,0.0,0.0,0.0,0,1.9,1,27,3,0.64,0.32,2,0,622,Medium Risk,1
29,19288,Urban,42,185.96,0.101,0.11,81,0.73,1414.34,0.0,0,2,0.449,6206.02,4.0,266.86,1,2.48,0,50,6,0.82,0.59,9,2,658,Low Risk,1
59,10156,Semi-Urban,48,46.12,0.052,0.48,52,0.53,1626.88,0.85,19824,4,0.111,12141.58,4.8,430.94,9,38.35,2,55,5,0.8,0.54,8,2,745,Low Risk,1
26,5044,Urban,35,43.09,0.078,0.36,83,0.89,1277.59,0.0,0,3,0.091,8316.71,4.6,259.01,8,18.09,5,23,6,0.69,0.1,9,3,698,Low Risk,1
32,10368,Urban,107,916.72,0.012,0.49,63,0.56,380.51,0.0,0,0,0.02,0.0,0.0,50.96,11,3.1,7,41,1,0.0,0.0,0,1,524,High Risk,0
57,22900,Rural,9,154.94,0.114,0.92,71,0.84,1861.84,0.33,2860,4,0.127,0.0,0.0,1396.13,4,6.9,4,19,7,0.81,0.23,4,2,636,Medium Risk,1
42,33600,Semi-Urban,94,1020.88,0.149,0.48,48,0.71,2113.79,0.0,0,2,0.181,0.0,0.0,1409.99,2,1.12,7,46,3,0.58,0.66,4,2,597,Medium Risk,0
22,16635,Urban,5,1614.19,0.431,0.01,89,0.59,1624.54,0.55,44472,1,0.316,0.0,0.0,4300.25,10,40.32,5,52,7,0.0,0.0,8,1,541,High Risk,0
28,28634,Rural,56,834.59,0.111,0.44,61,0.83,505.99,0.0,0,7,0.184,0.0,0.0,0.0,0,4.82,0,28,6,0.84,0.11,7,3,675,Low Risk,1
51,12168,Urban,0,129.01,0.131,0.82,36,0.63,278.93,0.0,0,2,0.287,0.0,0.0,1279.44,5,8.05,2,1,6,0.94,0.3,6,1,570,Medium Risk,0
41,23961,Rural,70,12.21,0.053,0.78,48,0.43,823.85,0.0,0,3,0.043,20629.83,4.7,0.0,0,1.76,1,45,5,0.0,0.0,0,2,633,Medium Risk,1
32,20111,Urban,57,356.24,0.168,0.51,67,0.78,188.78,0.0,0,1,0.025,0.0,0.0,335.69,5,1.44,5,31,5,0.0,0.0,6,3,606,Medium Risk,1
55,30103,Urban,90,3010.59,0.171,0.25,32,0.96,2114.13,0.0,0,3,0.124,0.0,0.0,0.0,0,7.04,7,46,4,0.0,0.0,1,1,535,High Risk,0
25,14328,Urban,20,234.52,0.016,0.47,21,0.82,1787.35,0.57,3605,7,0.113,553.56,3.4,95.93,3,30.46,5,53,1,0.77,0.57,8,3,677,Low Risk,1
22,16319,Urban,91,22.47,0.248,0.56,69,0.8,1452.85,0.0,0,6,0.21,0.0,0.0,1025.15,5,2.61,3,41,3,0.0,0.0,2,0,582,Medium Risk,0
43,26852,Urban,79,108.87,0.023,1.0,32,0.59,2235.12,0.0,0,5,0.221,18559.38,4.4,0.0,0,1.68,3,29,6,0.0,0.0,8,3,687,Low Risk,1
35,3342,Semi-Urban,55,196.28,0.096,0.64,27,0.95,364.22,0.0,0,4,0.203,24614.11,4.1,7779.14,11,6.08,8,8,4,0.0,0.0,4,2,699,Low Risk,1
23,4447,Rural,109,65.52,0.209,0.69,87,0.78,1814.7,0.71,24517,3,0.044,0.0,0.0,1907.46,7,23.04,0,18,6,0.97,0.58,3,0,739,Low Risk,1
54,29955,Rural,86,11.28,0.077,0.49,3,0.9,451.92,0.34,49052,0,0.169,0.0,0.0,75.76,1,2.37,1,5,7,0.53,0.67,4,2,659,Low Risk,1
30,9581,Urban,115,217.58,0.287,0.35,65,0.8,246.22,0.72,13239,0,0.031,8772.55,3.0,332.0,3,3.49,3,7,7,0.87,0.43,1,3,694,Low Risk,1
45,14851,Semi-Urban,19,95.41,0.141,0.81,76,0.72,418.97,0.0,0,0,0.022,0.0,0.0,0.0,0,10.35,2,33,3,0.98,0.37,7,1,632,Medium Risk,1
22,9317,Urban,101,2053.35,0.026,0.49,48,0.61,2382.26,0.0,0,0,0.141,0.0,0.0,896.97,6,11.52,8,57,4,0.47,0.61,7,3,579,Medium Risk,0
30,34278,Urban,53,276.23,0.177,0.99,10,0.82,1157.04,0.58,46511,0,0.115,12340.44,4.5,0.0,0,3.37,4,0,2,0.93,0.63,7,3,799,Very Low Risk,1
34,19910,Semi-Urban,24,429.88,0.026,0.46,34,0.4,217.59,0.0,0,3,0.095,0.0,0.0,201.21,4,13.42,7,12,5,0.78,0.06,7,1,569,Medium Risk,0
57,13088,Semi-Urban,27,212.11,0.106,0.07,38,0.85,1500.72,0.0,0,4,0.012,0.0,0.0,2634.55,9,7.6,3,5,6,0.87,0.49,6,3,653,Low Risk,1
49,15946,Urban,4,273.82,0.087,0.68,9,0.89,579.31,0.0,0,3,0.141,0.0,0.0,13767.15,6,4.55,10,34,2,0.88,0.44,1,1,591,Medium Risk,0
46,29649,Urban,119,33.69,0.09,0.05,73,0.49,116.41,0.0,0,2,0.193,0.0,0.0,690.41,8,11.05,3,28,0,0.0,0.0,7,2,529,High Risk,0
20,32491,Rural,20,70.23,0.064,0.25,71,0.76,1920.13,0.93,48600,0,0.086,17774.5,3.5,172.69,5,9.63,9,1,1,0.89,0.09,5,0,698,Low Risk,1
57,26132,Urban,17,903.56,0.057,0.35,68,0.74,471.67,0.33,5091,0,0.008,0.0,0.0,2021.96,1,1.57,10,58,5,0.71,0.2,4,2,597,Medium Risk,0
51,19789,Semi-Urban,46,314.62,0.245,0.74,22,0.95,2361.97,0.0,0,0,0.008,7056.75,5.0,0.0,0,19.76,2,9,6,0.0,0.0,1,0,677,Low Risk,1
57,17567,Semi-Urban,69,151.68,0.087,0.49,33,0.68,1522.72,0.0,0,7,0.066,20094.65,4.8,1145.12,5,6.33,8,30,7,0.84,0.17,2,1,723,Low Risk,1
44,17868,Urban,56,438.52,0.374,0.03,31,0.43,308.79,0.56,13263,0,0.211,4319.1,4.4,401.32,9,17.74,9,7,2,0.0,0.0,3,0,548,High Risk,0
30,27370,Urban,92,449.01,0.105,0.62,15,0.76,622.78,0.0,0,4,0.323,0.0,0.0,3321.75,11,4.72,1,40,4,0.87,0.64,3,2,677,Low Risk,1
50,12765,Semi-Urban,18,2667.97,0.1,0.41,67,0.69,1566.03,0.0,0,3,0.136,0.0,0.0,95.34,1,5.74,10,38,3,0.82,0.18,4,3,555,Medium Risk,0
23,33483,Rural,96,297.58,0.061,0.92,53,0.98,911.47,0.85,18474,5,0.025,0.0,0.0,366.07,0,6.68,11,56,0,0.0,0.0,1,3,625,Medium Risk,1
41,32176,Semi-Urban,64,68.37,0.298,0.5,27,0.9,1377.14,0.0,0,6,0.063,0.0,0.0,7018.43,11,7.74,10,27,7,0.82,0.32,8,2,644,Medium Risk,1
36,23124,Semi-Urban,108,212.97,0.106,0.71,59,0.7,2018.83,0.4,26423,4,0.066,26245.08,3.9,390.65,3,20.66,2,30,3,0.0,0.0,8,1,727,Low Risk,1
33,15466,Rural,2,507.29,0.459,0.22,77,0.72,2002.24,0.65,19486,0,0.071,28805.2,4.2,420.31,1,7.15,2,12,3,0.81,0.1,8,2,661,Low Risk,1
57,31803,Rural,41,808.18,0.048,0.76,75,0.88,1775.17,0.47,20137,0,0.001,18377.83,4.8,560.76,11,4.36,10,6,1,0.0,0.0,4,3,705,Low Risk,1
45,21230,Semi-Urban,20,35.23,0.118,0.72,59,0.75,2226.53,0.0,0,5,0.16,26840.94,3.8,103.06,6,12.3,10,50,3,0.7,0.05,3,0,656,Low Risk,1
50,20862,Semi-Urban,98,331.77,0.126,0.9,84,0.74,578.47,0.0,0,0,0.194,0.0,0.0,72.55,10,6.89,2,0,1,0.79,0.08,8,0,610,Medium Risk,1
58,13587,Semi-Urban,104,83.37,0.122,0.03,79,0.42,525.38,0.59,34556,8,0.155,0.0,0.0,180.67,6,86.1,3,44,4,0.74,0.45,7,1,659,Low Risk,1
30,34259,Semi-Urban,39,123.97,0.017,0.45,43,0.89,2018.44,0.74,17626,5,0.299,14008.98,5.0,0.0,0,6.0,4,48,3,0.43,0.14,6,1,743,Low Risk,1
60,3771,Semi-Urban,66,675.2,0.152,0.68,1,0.74,870.13,0.0,0,1,0.287,0.0,0.0,2350.25,10,15.45,5,43,3,0.82,0.16,4,0,633,Medium Risk,1
42,24909,Semi-Urban,24,599.14,0.04,0.1,22,0.64,1329.24,0.0,0,7,0.003,0.0,0.0,598.13,9,10.83,4,52,3,0.0,0.0,7,3,583,Medium Risk,0
59,33795,Urban,108,108.44,0.228,0.41,45,0.58,1885.49,0.0,0,3,0.136,3575.27,4.7,3933.04,0,0.58,8,56,4,0.76,0.25,4,0,669,Low Risk,1
53,19300,Semi-Urban,101,202.47,0.079,0.94,72,0.75,1050.24,0.0,0,0,0.014,23989.6,4.5,902.56,1,2.15,6,25,2,0.61,0.64,1,2,705,Low Risk,1
44,11770,Urban,108,128.6,0.055,0.44,53,0.8,412.39,0.0,0,0,0.1,0.0,0.0,0.0,0,2.89,6,45,2,0.78,0.08,5,0,584,Medium Risk,0
55,14093,Urban,54,7863.94,0.079,0.99,70,0.61,1730.7,0.0,0,2,0.215,17034.93,3.0,0.0,0,1.0,6,15,4,0.97,0.65,1,2,704,Low Risk,1
24,16803,Urban,83,341.73,0.152,0.06,80,0.52,2061.18,0.0,0,4,0.065,0.0,0.0,4374.29,2,3.02,11,11,0,0.66,0.64,9,2,601,Medium Risk,1
22,3193,Semi-Urban,51,89.36,0.023,0.72,8,0.76,130.71,0.76,11111,7,0.081,0.0,0.0,440.92,9,1.14,10,53,0,0.0,0.0,8,3,626,Medium Risk,1
60,5007,Semi-Urban,43,1195.84,0.057,0.58,69,0.72,1450.13,0.0,0,0,0.084,0.0,0.0,463.75,6,1.48,6,15,6,0.5,0.53,6,2,591,Medium Risk,0
48,20569,Urban,108,1247.57,0.08,0.5,43,0.77,1226.57,0.89,43253,3,0.115,3571.14,4.0,82.0,9,5.71,1,33,1,0.52,0.31,2,2,744,Low Risk,1
40,21778,Semi-Urban,97,2100.66,0.223,0.97,83,0.83,723.03,0.82,48377,7,0.064,22682.35,5.0,1539.45,3,30.55,7,53,4,0.91,0.54,9,1,850,Very Low Risk,1
59,14190,Semi-Urban,84,2997.68,0.083,0.13,73,0.78,486.47,0.0,0,9,0.093,0.0,0.0,193.48,1,1.15,11,26,6,0.98,0.17,7,2,665,Low Risk,1
27,33056,Urban,55,572.07,0.071,0.9,72,0.66,551.29,0.57,36143,4,0.262,0.0,0.0,1203.39,2,1.33,9,51,5,0.96,0.63,0,2,648,Medium Risk,1
49,12984,Semi-Urban,54,160.8,0.171,0.69,11,0.48,1839.94,0.0,0,2,0.028,1453.93,3.8,0.0,0,2.63,0,24,7,0.82,0.55,8,2,674,Low Risk,1
60,12302,Rural,111,191.88,0.142,0.26,31,0.51,1386.87,0.0,0,0,0.073,24532.61,3.2,72.04,0,3.87,5,57,7,0.92,0.51,6,2,650,Low Risk,1
47,23389,Rural,86,172.35,0.135,0.9,33,0.87,2454.77,0.0,0,2,0.003,18590.95,4.8,0.0,0,0.96,11,18,0,0.39,0.56,9,3,691,Low Risk,1
56,10429,Semi-Urban,69,150.73,0.205,0.43,82,0.94,683.75,0.58,3432,4,0.216,0.0,0.0,212.27,10,2.23,10,6,1,0.76,0.24,1,0,592,Medium Risk,0
48,5261,Semi-Urban,114,1083.47,0.326,0.81,32,0.47,2396.57,0.0,0,7,0.062,8210.14,4.8,0.0,0,2.03,2,57,6,0.0,0.0,7,0,678,Low Risk,1
35,23120,Urban,116,244.9,0.027,0.39,63,0.84,1336.26,0.0,0,6,0.021,0.0,0.0,667.35,4,6.16,5,11,7,1.0,0.25,5,0,674,Low Risk,1
53,31369,Urban,76,785.02,0.226,0.85,47,0.96,450.46,0.0,0,0,0.081,0.0,0.0,5270.64,5,6.86,5,45,3,0.0,0.0,5,2,607,Medium Risk,1
19,29512,Urban,112,551.05,0.032,0.64,15,0.56,455.63,0.0,0,4,0.142,0.0,0.0,93.46,3,3.85,7,23,6,0.0,0.0,3,1,558,Medium Risk,0
31,9716,Rural,86,65.47,0.034,0.14,49,0.49,1560.56,0.0,0,4,0.19,0.0,0.0,7.27,10,3.07,3,49,7,0.89,0.43,4,1,572,Medium Risk,0
30,24259,Urban,72,31.17,0.038,0.65,22,0.78,2095.41,0.43,23036,2,0.092,0.0,0.0,8588.4,2,2.2,11,57,3,0.0,0.0,8,2,606,Medium Risk,1
46,31933,Urban,80,55.48,0.002,0.19,25,0.59,1894.51,0.0,0,1,0.181,23974.89,4.9,0.0,0,4.72,2,38,0,0.83,0.65,6,3,678,Low Risk,1
29,11921,Rural,65,146.64,0.107,0.41,53,0.7,1673.51,0.96,5893,2,0.233,0.0,0.0,5710.04,3,1.69,1,4,5,0.0,0.0,0,1,614,Medium Risk,1
56,7378,Rural,18,287.49,0.193,0.17,43,0.91,513.06,0.77,17733,0,0.039,0.0,0.0,0.0,0,21.06,11,0,1,0.0,0.0,1,3,530,High Risk,0
19,10815,Rural,82,112.4,0.021,0.02,36,0.41,360.02,0.0,0,5,0.027,0.0,0.0,457.11,1,1.0,5,6,1,0.94,0.2,0,0,597,Medium Risk,0
49,16778,Urban,119,568.88,0.297,0.21,8,0.59,100.6,0.0,0,6,0.219,0.0,0.0,154.06,5,2.32,2,47,5,0.0,0.0,8,0,577,Medium Risk,0
30,22835,Urban,6,129.9,0.032,0.54,12,0.8,344.31,0.0,0,0,0.334,0.0,0.0,0.0,0,10.68,3,25,2,0.81,0.68,9,1,533,High Risk,0
44,32033,Semi-Urban,117,333.07,0.004,0.48,59,0.82,1939.28,0.0,0,3,0.036,0.0,0.0,514.96,8,3.01,8,23,5,0.0,0.0,0,1,558,Medium Risk,0
58,27000,Urban,62,281.77,0.022,0.5,79,0.57,2248.6,0.0,0,1,0.058,15438.56,3.7,6398.16,3,8.78,6,47,0,0.78,0.3,2,2,695,Low Risk,1
34,15728,Urban,41,1961.22,0.025,0.25,1,0.7,676.84,0.86,7809,1,0.092,20236.69,3.7,906.26,4,24.96,0,16,2,0.87,0.18,5,3,776,Very Low Risk,1
57,13332,Semi-Urban,41,75.92,0.225,0.69,59,0.37,2007.75,0.0,0,3,0.452,0.0,0.0,5764.8,7,10.31,3,3,4,0.0,0.0,5,0,545,High Risk,0
48,12836,Rural,58,3463.74,0.216,0.7,56,0.37,577.24,0.79,45766,6,0.031,0.0,0.0,1350.87,9,1.35,10,15,7,0.6,0.14,8,1,686,Low Risk,1
51,5800,Urban,19,119.91,0.114,0.36,42,0.89,698.25,0.0,0,5,0.031,3419.53,3.2,2943.39,1,1.41,7,35,1,0.62,0.49,8,3,676,Low Risk,1
41,32538,Semi-Urban,72,49.01,0.14,0.88,18,0.73,637.98,0.0,0,9,0.27,0.0,0.0,697.03,9,3.72,9,4,5,0.0,0.0,3,1,560,Medium Risk,0
52,33119,Semi-Urban,16,188.61,0.206,0.64,10,0.84,224.15,0.37,24093,7,0.007,15189.88,3.7,370.82,1,6.98,3,4,2,0.0,0.0,0,2,684,Low Risk,1
23,11333,Urban,26,11946.18,0.164,0.71,77,0.73,565.75,0.0,0,7,0.257,0.0,0.0,215.6,8,14.97,0,51,1,0.93,0.33,9,3,693,Low Risk,1
36,8410,Semi-Urban,46,716.41,0.106,0.28,46,0.77,996.5,0.0,0,4,0.339,27547.55,4.1,102.88,10,2.04,9,42,4,0.87,0.1,8,0,650,Low Risk,1
47,20839,Urban,1,504.49,0.191,0.0,88,0.76,1073.13,0.0,0,2,0.041,22509.67,4.7,340.59,5,2.76,1,45,2,0.0,0.0,1,1,598,Medium Risk,0
24,26276,Urban,62,635.38,0.054,0.87,62,0.72,842.72,0.0,0,1,0.062,26307.44,4.7,89.77,9,3.49,4,16,5,0.8,0.52,9,3,701,Low Risk,1
27,33547,Rural,61,97.17,0.025,0.82,6,0.63,1335.34,0.0,0,1,0.046,22368.65,5.0,218.68,8,3.42,5,40,4,0.83,0.6,9,2,720,Low Risk,1
58,33519,Urban,99,361.86,0.13,0.12,78,0.87,1007.2,0.67,2283,1,0.012,0.0,0.0,572.54,9,20.0,0,20,7,0.0,0.0,3,3,628,Medium Risk,1
49,8808,Rural,18,245.43,0.082,0.37,30,0.73,2428.88,0.0,0,8,0.011,0.0,0.0,892.01,6,4.04,4,29,1,0.0,0.0,6,2,598,Medium Risk,0
51,9796,Urban,16,2144.97,0.052,0.66,87,0.8,2037.64,0.92,31080,4,0.039,18517.58,3.8,3151.53,4,5.22,7,48,1,0.0,0.0,1,1,728,Low Risk,1
45,24180,Semi-Urban,68,214.77,0.124,0.65,54,0.61,2334.35,0.48,44984,5,0.027,27481.87,4.8,590.54,11,11.15,7,50,5,0.0,0.0,8,2,736,Low Risk,1
32,24477,Semi-Urban,38,155.41,0.086,0.86,24,0.67,1437.82,0.0,0,0,0.102,0.0,0.0,835.18,8,22.0,1,32,3,0.3,0.05,4,0,586,Medium Risk,0
47,13288,Urban,81,60.48,0.08,0.14,71,0.7,1728.02,0.0,0,1,0.041,0.0,0.0,294.25,8,4.33,8,44,1,0.0,0.0,9,3,530,High Risk,0
54,20709,Urban,116,289.46,0.164,0.43,29,0.69,500.02,0.0,0,4,0.188,0.0,0.0,408.06,1,15.79,1,22,3,0.0,0.0,8,0,570,Medium Risk,0
46,24360,Semi-Urban,117,347.77,0.072,0.1,35,0.81,1906.69,0.39,1382,6,0.058,0.0,0.0,452.7,7,27.88,3,57,4,0.0,0.0,8,1,610,Medium Risk,1
39,28789,Rural,70,57.86,0.01,0.39,49,0.83,666.33,0.0,0,0,0.119,0.0,0.0,0.0,0,4.01,9,41,6,0.99,0.15,7,0,581,Medium Risk,0
21,20543,Rural,80,421.49,0.158,0.02,13,0.52,450.0,0.0,0,1,0.054,1957.02,4.0,761.23,1,2.55,3,28,0,0.95,0.07,2,0,627,Medium Risk,1
37,7650,Semi-Urban,38,323.7,0.071,0.9,28,0.79,200.46,0.0,0,2,0.007,0.0,0.0,67.57,9,39.93,3,41,4,0.82,0.06,8,3,640,Medium Risk,1
49,32075,Rural,35,825.62,0.108,0.53,26,0.79,1233.35,0.0,0,3,0.056,0.0,0.0,0.0,0,13.75,6,38,6,0.68,0.35,2,0,587,Medium Risk,0
53,7987,Semi-Urban,39,1048.21,0.088,0.85,49,0.57,788.29,0.69,24693,5,0.163,29900.02,4.1,113.19,0,4.54,7,37,6,0.0,0.0,8,3,678,Low Risk,1
21,18200,Rural,44,274.0,0.072,0.06,35,0.89,2468.15,0.0,0,4,0.14,0.0,0.0,152.09,4,8.58,7,56,5,0.76,0.23,1,1,586,Medium Risk,0
44,7697,Semi-Urban,3,70.55,0.051,0.23,33,0.95,699.6,0.9,47780,6,0.121,8386.98,3.5,436.03,4,1.58,3,6,3,0.91,0.06,6,0,760,Very Low Risk,1
34,33502,Semi-Urban,101,90.31,0.204,0.26,20,0.44,2179.7,0.89,25794,1,0.139,0.0,0.0,786.58,9,13.59,3,36,5,0.74,0.34,1,3,629,Medium Risk,1
29,19724,Rural,24,2027.49,0.016,0.39,37,0.83,859.45,0.0,0,2,0.023,0.0,0.0,0.0,0,0.74,5,6,0,0.96,0.15,4,2,611,Medium Risk,1
39,6828,Semi-Urban,68,298.45,0.029,0.8,74,0.86,1897.9,0.0,0,0,0.037,18237.39,3.9,147.2,1,13.07,8,14,3,0.83,0.13,1,3,671,Low Risk,1
34,21352,Rural,29,1988.99,0.052,0.39,78,0.88,1683.62,0.42,32029,0,0.117,0.0,0.0,40.36,2,2.18,4,28,1,0.0,0.0,7,0,605,Medium Risk,1
27,20087,Semi-Urban,75,445.11,0.121,0.2,75,0.36,1448.28,0.0,0,3,0.071,0.0,0.0,0.0,0,0.86,1,9,6,0.99,0.42,1,0,570,Medium Risk,0
18,15605,Urban,67,604.55,0.045,0.06,87,0.92,1100.38,0.0,0,3,0.038,0.0,0.0,366.13,0,0.61,8,19,6,0.0,0.0,8,3,532,High Risk,0
39,34337,Urban,87,754.81,0.129,0.08,49,0.61,1710.65,0.0,0,1,0.058,0.0,0.0,0.0,0,2.78,11,57,5,0.75,0.32,1,3,512,High Risk,0
43,8482,Semi-Urban,28,56.39,0.102,0.76,36,0.59,1077.47,0.83,24142,3,0.033,27688.14,3.3,555.44,5,9.13,8,44,3,0.0,0.0,3,3,676,Low Risk,1
35,30005,Semi-Urban,72,353.66,0.205,0.44,74,0.81,1415.44,0.0,0,7,0.183,0.0,0.0,212.88,5,1.12,10,8,0,0.0,0.0,6,0,549,High Risk,0
31,25760,Rural,67,55.46,0.242,0.73,18,0.7,1515.52,0.61,3156,1,0.06,9882.48,4.3,0.0,0,1.3,0,5,3,0.83,0.53,8,1,740,Low Risk,1
46,21184,Urban,50,173.83,0.218,0.68,0,0.89,741.65,0.9,16959,0,0.023,28145.92,4.0,1105.3,8,2.73,8,19,5,0.84,0.3,2,1,743,Low Risk,1
29,8463,Rural,23,527.53,0.014,0.14,80,0.91,915.37,0.16,27921,2,0.29,0.0,0.0,1386.05,8,10.05,6,20,2,0.81,0.27,1,2,651,Low Risk,1
53,16860,Rural,13,71.49,0.314,0.14,39,0.76,143.32,0.54,11039,3,0.019,0.0,0.0,3642.74,3,11.39,0,55,2,0.59,0.18,5,0,643,Medium Risk,1
52,7912,Urban,68,478.76,0.055,0.76,54,0.76,2145.18,0.0,0,1,0.005,0.0,0.0,822.52,1,5.15,1,6,4,0.0,0.0,0,0,608,Medium Risk,1
29,7648,Rural,17,40.53,0.316,0.72,79,0.92,1914.36,0.92,8444,1,0.187,27986.73,4.5,437.25,4,11.98,1,37,6,0.93,0.25,4,0,754,Very Low Risk,1
24,3855,Rural,41,964.86,0.363,0.38,25,0.9,540.47,0.0,0,4,0.101,0.0,0.0,347.15,0,8.91,7,47,4,0.59,0.22,7,3,611,Medium Risk,1
46,29388,Rural,56,110.24,0.055,0.08,42,0.62,968.92,0.95,24352,2,0.046,0.0,0.0,0.0,0,2.95,0,33,0,0.78,0.06,2,0,679,Low Risk,1
28,5866,Rural,82,71.34,0.129,0.01,58,0.93,1110.57,0.98,48061,2,0.254,2690.7,3.6,0.0,0,11.13,10,46,3,0.74,0.1,4,3,678,Low Risk,1
50,14834,Rural,11,43.71,0.065,0.29,50,0.7,902.51,0.0,0,0,0.201,0.0,0.0,25.9,4,1.24,2,2,7,0.87,0.7,8,2,555,Medium Risk,0
23,19294,Semi-Urban,81,122.09,0.033,0.01,14,0.82,2015.78,0.7,48492,2,0.348,1127.19,3.9,165.39,11,7.29,0,44,1,0.0,0.0,0,2,667,Low Risk,1
32,19566,Urban,16,24.8,0.028,0.23,7,0.95,1841.01,0.4,45724,3,0.234,0.0,0.0,3698.0,9,1.4,4,16,5,0.9,0.56,8,0,684,Low Risk,1
49,6112,Rural,29,126.71,0.041,0.42,13,0.86,1941.18,0.0,0,4,0.228,0.0,0.0,24.84,2,5.17,3,50,0,0.0,0.0,0,0,533,High Risk,0
28,25054,Semi-Urban,87,915.42,0.106,0.12,6,0.66,2269.91,0.0,0,1,0.14,0.0,0.0,675.61,6,15.16,2,42,5,0.99,0.39,3,2,623,Medium Risk,1
