borrower_id,age,borrower_type,state,household_size,income_month_1,income_month_2,income_month_3,income_month_4,income_month_5,income_month_6,employment_type,months_at_current_job,num_income_sources,upi_transactions_per_month,upi_avg_transaction_amount,upi_months_active,mobile_wallet_used,utility_bills_paid,utility_bills_total,rent_paid_on_time_months,total_rental_months,same_number_since_year,avg_monthly_recharge_amount,recharge_frequency_per_month,ecomm_orders_per_month,ecomm_return_rate,prepaid_orders_ratio,survey_q1,survey_q2,survey_q3,survey_q4,survey_q5,survey_q6,survey_q7,survey_q8,loan_amount_requested,loan_purpose,loan_tenure_months,default_probability,defaulted
B08174,51,rural,Rajasthan,7,19758.94,16371.59,31121.48,14273.71,18151.82,43954.04,daily-wage,51,3,,,,,10,11,12.0,14.0,2014.0,482.91,2.71,0.0,,,5.0,4.0,1.0,3.0,4.0,4.0,3.0,3.0,292400.0,consumption,58,0.3453,0
B08175,37,gig,Maharashtra,2,18505.29,19058.18,25195.93,29945.56,27714.89,9375.34,self-employed,17,3,38.8,1707.7,20.0,0.0,8,21,1.0,14.0,2018.0,497.0,1.46,10.6,0.371,0.24066172455872747,2.0,1.0,4.0,4.0,3.0,3.0,3.0,3.0,374900.0,business,25,0.5356,0
B08176,40,rural,Madhya Pradesh,7,10564.45,16885.62,17992.17,17408.6,11338.29,29601.51,seasonal,35,2,,,,,7,22,9.0,16.0,2017.0,307.53,1.63,0.0,,,4.0,3.0,1.0,,3.0,3.0,2.0,2.0,389800.0,medical,16,0.6736,1
B08177,26,migrant,Delhi,2,16776.96,17312.88,21389.9,21909.29,19913.09,17032.65,daily-wage,1,2,58.1,2105.96,14.0,1.0,14,23,2.0,7.0,2020.0,596.17,1.8,8.0,0.348,0.21680173497202548,4.0,3.0,4.0,3.0,4.0,,3.0,3.0,462400.0,agriculture,57,0.426,0
B08178,54,rural,Odisha,6,16915.95,13001.13,24643.9,13340.9,10672.35,27791.58,self-employed,41,3,,,,,8,11,16.0,24.0,2013.0,527.34,2.26,0.0,,,4.0,4.0,3.0,4.0,3.0,5.0,3.0,3.0,459900.0,medical,54,0.5037,0
B08179,35,migrant,Gujarat,4,21414.04,24906.05,20597.39,22757.15,27520.93,22355.15,salaried-gig,9,3,33.5,2013.05,,0.0,5,11,15.0,21.0,2015.0,649.9,1.45,6.0,0.326,0.7066276307279029,2.0,3.0,4.0,3.0,3.0,,3.0,2.0,296900.0,business,14,0.3695,0
B08180,27,migrant,Karnataka,2,25045.76,24768.78,26543.13,28322.2,23856.47,29779.71,self-employed,11,3,77.5,2479.03,12.0,1.0,7,15,2.0,7.0,2019.0,549.74,1.76,10.1,0.333,0.5056812763013261,3.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,457300.0,consumption,33,0.4035,0
B08181,40,gig,Delhi,2,22909.27,18628.55,30869.79,36628.71,51283.98,20177.06,self-employed,26,4,67.1,2675.72,23.0,1.0,15,20,8.0,10.0,2015.0,743.85,2.1,10.7,0.267,0.8614234351593014,3.0,5.0,2.0,3.0,3.0,5.0,3.0,5.0,429500.0,consumption,33,0.4765,0
B08182,27,gig,Delhi,2,45794.95,65669.29,44596.31,34702.21,46350.98,46187.57,self-employed,33,4,95.6,2579.3,22.0,1.0,10,11,10.0,12.0,2018.0,545.65,3.15,8.8,0.085,0.4657717434658647,4.0,4.0,3.0,4.0,5.0,5.0,1.0,4.0,498400.0,consumption,30,0.1681,0
B08183,37,gig,Telangana,5,26648.4,21244.93,35792.68,36154.52,27443.54,27494.13,self-employed,21,3,68.1,2087.82,14.0,1.0,13,17,5.0,10.0,,465.4,2.01,6.0,0.299,0.4005303219456266,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,90500.0,business,16,0.246,0
B08184,24,migrant,Karnataka,1,17165.18,15960.74,14278.64,15227.32,15991.04,17763.56,daily-wage,4,2,32.3,1061.79,0.0,0.0,5,21,7.0,15.0,2024.0,628.22,1.22,9.2,0.343,0.05195559118613278,2.0,3.0,4.0,2.0,2.0,2.0,4.0,2.0,405500.0,consumption,17,0.5838,0
B08185,34,rural,Odisha,7,10302.96,11825.74,19734.19,12538.65,11737.84,20466.33,seasonal,29,2,,,,,8,17,7.0,13.0,2017.0,302.02,1.52,6.3,0.222,0.4302826431199173,3.0,3.0,4.0,2.0,2.0,,3.0,3.0,248400.0,business,20,0.6067,1
B08186,55,rural,Rajasthan,6,13065.78,16086.87,21538.24,11572.99,11683.19,15812.15,seasonal,36,3,,,,,6,8,3.0,10.0,2017.0,280.35,1.44,0.0,,,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,98300.0,business,55,0.4912,0
B08187,50,rural,Madhya Pradesh,6,14810.64,15093.53,33393.57,17671.4,17383.02,30758.01,daily-wage,43,4,,,,,7,8,15.0,15.0,2015.0,252.31,2.17,0.0,,,4.0,4.0,2.0,4.0,5.0,4.0,3.0,4.0,283800.0,medical,41,0.4189,0
B08188,27,gig,Karnataka,3,36653.38,25577.61,48814.54,48798.13,52956.65,33578.59,self-employed,22,4,71.7,2604.75,25.0,1.0,11,21,4.0,6.0,2017.0,702.36,2.07,11.8,0.178,0.6860109263844165,4.0,4.0,2.0,2.0,5.0,3.0,2.0,3.0,350600.0,education,18,0.3933,0
B08189,37,gig,Karnataka,5,19484.73,25283.14,18907.07,6893.22,15810.69,9856.87,salaried-gig,15,2,29.2,1437.85,4.0,0.0,2,6,0.0,6.0,2020.0,484.02,1.03,1.0,0.459,0.04265813101453191,4.0,1.0,3.0,2.0,3.0,2.0,4.0,3.0,67200.0,business,40,0.6424,1
B08190,40,gig,Tamil Nadu,2,28387.37,48687.15,23937.72,27431.68,23862.27,34818.98,salaried-gig,20,3,45.4,1991.09,9.0,1.0,7,23,2.0,7.0,2017.0,583.75,1.35,6.2,0.223,0.3116024469278005,1.0,2.0,4.0,3.0,3.0,3.0,4.0,2.0,367400.0,consumption,23,0.5735,0
B08191,34,gig,Maharashtra,4,22453.1,21428.54,21526.52,9508.55,29614.42,16000.56,salaried-gig,19,3,29.4,1851.86,4.0,0.0,6,17,4.0,19.0,2021.0,570.37,1.24,8.5,0.451,0.17706077743334614,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,179000.0,consumption,6,0.6619,1
B08192,38,rural,Bihar,4,16920.02,17494.19,26593.6,13531.33,22089.12,31728.69,seasonal,54,4,,,,,9,10,11.0,12.0,2012.0,542.54,2.78,0.0,,,4.0,5.0,3.0,,3.0,5.0,2.0,4.0,17800.0,medical,7,0.4662,0
B08193,31,gig,Tamil Nadu,3,22204.04,26348.09,15277.2,21271.66,15346.07,25826.47,daily-wage,13,2,50.4,2028.46,3.0,1.0,9,15,4.0,23.0,2019.0,510.0,0.9,2.7,0.376,0.1804816182642828,2.0,1.0,3.0,2.0,2.0,3.0,3.0,1.0,144200.0,business,48,0.4238,0
B08194,27,gig,Maharashtra,2,26157.45,6718.67,20533.63,27194.25,17343.9,23964.23,daily-wage,16,3,37.5,1090.04,10.0,0.0,5,10,3.0,8.0,2021.0,570.32,1.38,5.7,0.279,0.31677960877837813,2.0,3.0,4.0,3.0,3.0,1.0,3.0,2.0,175900.0,medical,16,0.4657,0
B08195,23,gig,Karnataka,4,37261.37,24828.76,5265.54,14532.09,22230.39,31277.77,daily-wage,25,4,45.5,2094.1,25.0,1.0,4,14,11.0,23.0,,528.47,1.89,8.4,0.298,0.5928588413389715,5.0,3.0,3.0,3.0,3.0,4.0,2.0,5.0,311300.0,medical,24,0.4042,0
B08196,22,gig,Delhi,2,22831.36,8470.93,15331.27,25683.48,25408.36,28290.31,salaried-gig,16,2,25.4,1797.14,9.0,0.0,1,7,1.0,18.0,2022.0,340.89,0.98,2.8,0.368,0.17820500364813105,3.0,1.0,4.0,3.0,2.0,2.0,3.0,2.0,249500.0,business,8,0.5287,0
B08197,45,rural,Odisha,4,16679.97,18201.02,31991.94,16716.62,15224.62,32278.42,self-employed,56,4,82.7,2711.7,32.0,1.0,9,10,13.0,13.0,2012.0,414.67,2.73,0.0,,,5.0,5.0,1.0,5.0,3.0,3.0,2.0,4.0,389200.0,medical,41,0.1975,0
B08198,55,rural,Bihar,5,13823.77,12596.71,33754.64,13785.8,13715.49,27546.04,daily-wage,41,4,43.2,2161.39,12.0,0.0,14,24,6.0,24.0,2016.0,315.62,2.11,8.3,0.333,0.8436339386225769,2.0,2.0,4.0,,3.0,4.0,2.0,3.0,238600.0,agriculture,36,0.3132,0
B08199,45,rural,Bihar,5,18097.92,9938.51,25997.23,22683.75,16345.52,33728.87,daily-wage,44,3,100.6,2381.12,31.0,1.0,8,10,,,2013.0,352.98,2.62,0.0,,,4.0,5.0,2.0,3.0,3.0,3.0,2.0,5.0,35100.0,medical,53,0.186,0
B08200,32,migrant,Delhi,4,18982.11,25095.62,27641.07,24631.03,24125.46,24890.45,daily-wage,8,3,73.7,,5.0,1.0,3,7,7.0,14.0,2016.0,536.08,1.84,7.8,0.316,0.726584740482113,3.0,4.0,2.0,4.0,3.0,,3.0,3.0,12100.0,consumption,30,0.3295,0
B08201,30,migrant,Delhi,4,26500.03,37199.37,33993.63,29874.4,37517.21,34815.56,daily-wage,21,3,76.5,3780.2,15.0,0.0,10,11,5.0,7.0,,647.76,2.9,16.4,0.134,0.8055873178902558,4.0,5.0,2.0,5.0,5.0,5.0,1.0,5.0,427500.0,business,57,0.141,0
B08202,37,gig,Maharashtra,3,15462.13,18764.6,23226.36,20000.89,20749.31,24534.27,salaried-gig,13,2,11.0,1538.66,9.0,0.0,10,22,0.0,19.0,2022.0,479.92,0.5,0.0,,,3.0,2.0,4.0,3.0,3.0,2.0,3.0,4.0,149800.0,medical,59,0.5683,0
B08203,34,gig,Maharashtra,4,27557.01,13740.6,18351.59,27579.8,25852.8,46862.39,salaried-gig,19,3,39.4,2144.6,15.0,1.0,5,11,6.0,17.0,2017.0,578.42,1.72,4.7,0.262,0.8080543030235451,3.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,286400.0,medical,23,0.3988,0
B08204,26,gig,Delhi,5,7078.51,44197.24,14061.16,26927.37,48656.06,42396.22,salaried-gig,22,3,63.9,2573.43,17.0,0.0,12,21,11.0,16.0,2020.0,427.41,1.9,14.4,0.283,0.2904185441539188,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,184800.0,agriculture,59,0.3641,0
B08205,32,gig,Tamil Nadu,3,38406.18,53215.41,47397.16,32363.92,27418.47,21926.34,self-employed,29,3,63.6,2461.21,15.0,1.0,3,8,13.0,17.0,2014.0,568.17,2.17,6.7,0.319,0.7944415097227188,3.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,378400.0,consumption,45,0.379,0
B08206,38,gig,Karnataka,5,25477.67,31028.53,14546.48,25455.73,27617.31,24439.38,self-employed,17,3,52.0,2173.51,17.0,0.0,18,20,10.0,17.0,2018.0,595.01,1.87,5.9,0.311,0.2159766399616537,3.0,3.0,3.0,2.0,2.0,4.0,5.0,2.0,207700.0,consumption,49,0.283,0
B08207,21,migrant,Karnataka,3,14124.83,21280.67,28276.42,19368.34,22230.81,22016.66,daily-wage,6,3,33.1,2003.63,7.0,1.0,10,16,4.0,11.0,,617.39,1.31,6.1,0.298,0.5090249591659567,2.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,316700.0,business,53,0.3487,0
B08208,54,rural,Bihar,6,10627.3,12104.77,21083.17,14335.05,14613.8,27245.59,seasonal,34,3,,,,,3,9,15.0,23.0,2017.0,370.25,1.53,0.0,,,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,122400.0,agriculture,12,0.6093,1
B08209,23,migrant,Gujarat,4,24191.37,27789.72,23522.18,33054.26,23547.09,30985.77,daily-wage,14,4,53.3,2124.75,29.0,1.0,5,8,8.0,12.0,,553.77,2.24,6.7,0.305,0.895076251831525,2.0,3.0,2.0,4.0,3.0,2.0,2.0,3.0,361100.0,business,15,0.4264,0
B08210,34,gig,Karnataka,3,12691.94,34487.16,27391.1,29079.41,35172.42,21711.45,daily-wage,25,3,76.4,2377.83,10.0,1.0,4,6,12.0,13.0,2015.0,568.26,2.2,8.4,0.284,0.9039742325237902,4.0,3.0,2.0,4.0,4.0,3.0,2.0,4.0,259700.0,business,32,0.3235,0
B08211,31,rural,Odisha,4,11600.95,10788.38,21980.93,10659.48,8749.03,16558.93,daily-wage,28,1,69.7,1059.5,14.0,0.0,1,15,2.0,24.0,2018.0,197.3,1.19,0.0,,,3.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,452200.0,agriculture,46,0.5123,0
B08212,39,gig,Tamil Nadu,4,18945.11,20582.66,13434.95,5051.14,7109.15,11906.29,salaried-gig,6,2,0.0,1059.68,15.0,0.0,3,20,,,2023.0,489.49,0.7,5.9,0.426,0.0024454543981484384,3.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,417100.0,business,30,0.7154,1
B08213,21,migrant,Tamil Nadu,2,28979.31,24092.71,26283.69,28591.93,26502.31,28435.06,salaried-gig,8,3,83.9,2911.33,21.0,1.0,14,20,,,2022.0,674.0,1.55,9.5,0.286,0.7130408426325673,3.0,3.0,3.0,4.0,3.0,2.0,1.0,4.0,111100.0,consumption,24,0.2799,0
B08214,29,migrant,Gujarat,1,21314.98,22757.26,30626.34,35400.74,25541.13,31449.51,daily-wage,14,2,70.5,2067.82,16.0,0.0,2,6,,,2017.0,612.29,2.1,5.9,0.283,0.48924773975383284,3.0,4.0,2.0,4.0,4.0,,1.0,4.0,146800.0,business,33,0.4385,0
B08215,32,rural,Bihar,4,12079.16,10898.62,21324.81,12742.37,12294.19,18059.01,seasonal,25,2,30.0,1761.7,8.0,0.0,2,6,,,2018.0,367.53,1.24,0.0,,,2.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,184900.0,business,18,0.4908,0
B08216,24,gig,Telangana,4,17280.13,26155.57,38821.27,23689.33,15822.56,23209.52,self-employed,10,3,38.9,809.09,11.0,1.0,0,10,8.0,14.0,2023.0,508.65,1.28,7.1,0.362,0.06698902710045894,3.0,3.0,5.0,2.0,3.0,3.0,3.0,1.0,149900.0,medical,23,0.4351,0
B08217,28,rural,Uttar Pradesh,7,10042.74,7922.35,21260.59,10272.65,7122.82,18938.47,seasonal,23,3,,,,,4,24,,,2021.0,204.27,1.77,0.0,,,3.0,2.0,4.0,3.0,2.0,2.0,4.0,2.0,49100.0,agriculture,48,0.7033,1
B08218,23,gig,Delhi,3,31162.27,25517.18,20977.64,24834.73,8436.15,9194.86,salaried-gig,15,3,51.4,2815.29,9.0,0.0,4,7,11.0,12.0,2022.0,633.85,1.49,7.9,0.299,0.515144433010762,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,357000.0,medical,41,0.2945,0
B08219,37,rural,Bihar,6,14479.64,14554.43,30612.03,15554.82,14990.52,19063.57,daily-wage,39,3,,,,,4,6,,,2015.0,326.99,2.33,14.6,0.254,0.293653586616923,2.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,405600.0,education,40,0.5039,0
B08220,34,gig,Delhi,2,36493.79,23599.09,9308.1,38684.27,33103.2,23674.44,salaried-gig,14,3,77.0,2290.4,16.0,1.0,7,24,13.0,21.0,,555.96,1.32,5.9,0.324,0.8064618151406753,2.0,4.0,3.0,1.0,4.0,,3.0,3.0,51100.0,education,23,0.4779,0
B08221,33,gig,Telangana,2,27089.38,38514.2,32795.77,21296.58,27419.37,17775.26,self-employed,21,4,52.5,1610.59,1.0,0.0,4,8,,,2019.0,505.87,1.89,7.9,0.329,0.534331859804441,1.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,182400.0,consumption,53,0.4392,0
B08222,50,rural,Rajasthan,7,12715.23,16189.75,21564.6,15204.04,12792.81,25389.79,seasonal,32,3,,,,,14,23,,,2016.0,324.76,2.07,0.0,,,2.0,4.0,3.0,,5.0,4.0,3.0,3.0,121100.0,business,46,0.5038,0
B08223,35,gig,Maharashtra,4,39406.05,34854.99,36772.63,21817.99,33799.05,26733.2,self-employed,28,3,47.5,1988.47,7.0,1.0,11,21,13.0,20.0,2014.0,542.63,1.83,7.2,0.357,0.0864190634648812,4.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,34400.0,consumption,12,0.3541,0
B08224,40,gig,Telangana,2,46016.09,54449.67,56722.06,28474.78,11876.74,42054.37,salaried-gig,27,3,64.5,2527.78,17.0,1.0,9,13,13.0,17.0,2015.0,635.68,1.79,2.4,0.289,0.24478399131007972,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,359900.0,consumption,43,0.3276,0
B08225,24,gig,Delhi,4,34551.73,43829.93,13924.47,20481.98,9900.02,39395.5,salaried-gig,32,3,69.6,1949.11,26.0,1.0,8,10,9.0,10.0,2020.0,549.89,2.46,9.3,0.238,0.8840592762276159,3.0,5.0,3.0,4.0,3.0,2.0,3.0,4.0,222500.0,consumption,11,0.3102,0
B08226,54,rural,Odisha,6,13167.96,11190.17,21854.14,11233.22,8570.89,21676.28,daily-wage,25,2,36.4,2053.73,14.0,0.0,7,10,,,,462.27,1.2,0.0,,,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,128500.0,business,32,0.421,0
B08227,43,rural,Uttar Pradesh,4,12839.0,12356.9,26225.9,13475.68,12949.15,21446.08,seasonal,35,3,,,,,8,15,9.0,12.0,2018.0,164.3,1.9,0.0,,,2.0,5.0,3.0,3.0,4.0,3.0,2.0,3.0,176500.0,medical,13,0.5988,1
B08228,39,gig,Karnataka,3,28560.41,25763.04,36808.54,34048.78,38077.26,27593.09,daily-wage,25,3,80.8,2342.24,20.0,1.0,5,12,15.0,20.0,,557.43,1.58,9.4,0.212,0.18245171813507438,3.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,31100.0,consumption,13,0.2738,0
B08229,23,gig,Tamil Nadu,5,27970.64,31647.26,18346.76,30943.92,18086.34,47553.48,salaried-gig,16,3,26.0,1819.58,12.0,1.0,9,18,13.0,24.0,2021.0,560.92,2.01,6.2,0.275,0.5441444841389809,3.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,410500.0,education,45,0.2488,0
B08230,34,migrant,Maharashtra,2,22903.9,22717.67,24427.78,28222.8,22653.82,22640.16,daily-wage,12,2,45.0,2246.64,21.0,1.0,7,13,,,,461.56,1.79,10.7,0.205,0.7034662328330867,2.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,222300.0,consumption,12,0.4197,0
B08231,39,rural,Odisha,6,11366.67,9209.25,17849.62,15650.42,13051.13,22954.8,seasonal,31,3,,,,,5,22,,,,377.79,1.05,0.0,,,4.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,245200.0,business,11,0.6764,1
B08232,31,gig,Telangana,4,23902.14,27630.6,36675.68,40055.83,27216.07,43160.05,salaried-gig,25,3,62.0,2081.52,16.0,0.0,10,16,7.0,10.0,2017.0,658.07,2.64,11.3,0.292,0.8586889210936525,3.0,4.0,2.0,4.0,3.0,2.0,3.0,4.0,251700.0,business,28,0.3801,0
B08233,37,gig,Telangana,2,15413.79,32140.63,12847.41,7313.14,25135.63,27562.27,salaried-gig,18,4,53.2,1785.83,12.0,0.0,8,23,6.0,18.0,2018.0,486.17,1.45,6.3,0.387,0.013079599642379432,3.0,1.0,3.0,2.0,3.0,2.0,4.0,3.0,310900.0,agriculture,23,0.5765,0
B08234,34,gig,Tamil Nadu,5,40472.66,3860.2,32999.21,35581.25,40309.44,51161.35,salaried-gig,28,3,66.8,2947.38,31.0,0.0,8,11,6.0,7.0,2013.0,673.65,2.91,12.9,0.119,0.9002080500913885,4.0,5.0,2.0,4.0,4.0,5.0,3.0,5.0,354100.0,consumption,7,0.3032,0
B08235,26,gig,Delhi,5,40102.05,42126.3,34483.06,27903.97,15929.56,28254.59,salaried-gig,17,2,56.0,2444.62,15.0,1.0,11,20,12.0,20.0,2021.0,426.32,1.61,5.6,0.182,0.5771075988254544,4.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0,345200.0,agriculture,20,0.25,0
B08236,54,rural,Odisha,6,12941.88,12526.43,17964.9,8791.92,14636.72,21645.57,daily-wage,26,2,40.5,1611.13,15.0,0.0,10,14,13.0,20.0,2018.0,228.21,1.79,6.4,0.345,0.4228655336906565,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,268200.0,business,18,0.2203,0
B08237,44,rural,Rajasthan,4,12428.68,11331.98,19331.98,13207.32,10188.04,21239.67,seasonal,26,3,,,,,6,20,,,2017.0,346.34,1.76,0.0,,,1.0,3.0,3.0,4.0,2.0,2.0,4.0,3.0,130300.0,medical,6,0.621,1
B08238,33,gig,Maharashtra,5,57161.63,43776.94,27153.55,64670.54,66196.14,20168.92,salaried-gig,29,4,79.4,3318.92,32.0,1.0,14,15,,,2012.0,612.71,2.93,12.5,0.163,0.9536144336166971,4.0,5.0,3.0,5.0,4.0,4.0,2.0,4.0,383900.0,consumption,44,0.3419,0
B08239,43,rural,Madhya Pradesh,4,8894.45,10147.42,16118.09,7715.97,9595.72,15013.57,seasonal,20,2,51.3,1254.02,0.0,0.0,0,7,,,2020.0,192.76,1.13,3.8,0.375,0.24809835941132666,3.0,3.0,5.0,3.0,3.0,3.0,3.0,2.0,489300.0,medical,55,0.6007,1
B08240,25,migrant,Karnataka,3,14827.12,18021.41,18072.83,22571.61,20295.93,15457.73,self-employed,4,3,22.4,1537.44,1.0,0.0,3,14,2.0,9.0,2022.0,426.89,1.32,3.6,0.331,0.16730402779820958,1.0,3.0,3.0,1.0,2.0,2.0,4.0,1.0,237200.0,consumption,58,0.5223,0
B08241,30,rural,Madhya Pradesh,5,10791.36,13008.82,17739.35,13221.73,8842.63,21820.21,self-employed,30,1,,,,,8,12,4.0,9.0,2019.0,161.15,1.97,0.0,,,3.0,3.0,3.0,,3.0,3.0,4.0,3.0,202000.0,agriculture,57,0.454,0
B08242,34,rural,Bihar,6,12444.85,14161.97,19899.24,13075.76,13203.63,22713.9,self-employed,35,3,52.1,2095.22,20.0,0.0,7,11,6.0,11.0,2017.0,281.39,1.73,4.7,0.264,0.6120584010235129,3.0,3.0,3.0,3.0,4.0,3.0,1.0,4.0,182900.0,agriculture,10,0.3493,0
B08243,47,rural,Uttar Pradesh,4,11081.95,12320.09,21506.37,13500.4,11859.41,24011.59,seasonal,30,2,,,,,4,8,,,2017.0,424.45,1.58,12.6,0.377,0.21750661618447584,3.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,466200.0,consumption,21,0.6413,1
B08244,39,gig,Maharashtra,5,35489.57,17876.06,18413.37,21419.78,26918.87,17599.0,salaried-gig,19,4,61.8,2267.53,21.0,0.0,5,23,7.0,9.0,2017.0,335.85,1.73,8.2,0.236,0.2772056085754872,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,128900.0,business,47,0.3384,0
B08245,25,gig,Telangana,4,18119.54,13182.97,13438.4,19148.31,7428.04,14121.87,daily-wage,8,1,0.0,453.44,3.0,0.0,0,24,0.0,10.0,2024.0,400.61,1.3,0.0,,,3.0,3.0,5.0,,2.0,2.0,3.0,3.0,73000.0,education,6,0.7087,1
B08246,39,gig,Maharashtra,3,10150.47,7360.7,26077.96,37201.25,33680.72,26976.18,daily-wage,18,2,43.8,1304.5,18.0,1.0,8,20,4.0,19.0,2018.0,646.4,1.57,7.5,0.37,0.3872586886092128,4.0,3.0,2.0,4.0,2.0,,2.0,3.0,422200.0,agriculture,49,0.5067,0
B08247,34,gig,Delhi,3,30690.06,37380.7,34103.33,37735.93,42761.31,55104.17,salaried-gig,22,4,59.2,2869.94,21.0,1.0,5,8,5.0,7.0,2016.0,535.89,1.95,12.4,0.227,0.6257690539450178,3.0,3.0,3.0,,3.0,3.0,2.0,3.0,461400.0,education,54,0.2934,0
B08248,47,rural,Rajasthan,6,6548.83,10870.16,18686.04,12132.01,8622.51,19710.48,self-employed,28,3,54.3,2191.05,17.0,0.0,3,6,9.0,15.0,2017.0,377.14,1.5,13.6,0.277,0.7146971235310073,1.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,118500.0,medical,34,0.2674,0
B08249,22,migrant,Delhi,1,28802.96,27304.07,33766.04,28044.42,29765.03,30809.3,daily-wage,16,4,79.6,2442.85,,0.0,6,9,23.0,24.0,2021.0,582.78,2.14,8.2,0.193,0.9928021133294259,5.0,4.0,2.0,,4.0,5.0,2.0,4.0,450600.0,consumption,57,0.2566,0
B08250,41,rural,Rajasthan,5,15775.01,17597.33,32082.71,18296.31,15332.58,28172.96,seasonal,45,3,,,,,9,16,6.0,13.0,2013.0,437.79,2.63,0.0,,,4.0,4.0,2.0,4.0,4.0,3.0,2.0,4.0,50300.0,agriculture,57,0.5459,0
B08251,47,rural,Bihar,7,18707.61,11956.93,28360.92,14803.6,15524.47,32255.17,seasonal,35,3,,,,,8,10,,,2015.0,259.88,2.24,0.0,,,5.0,4.0,2.0,3.0,4.0,,2.0,4.0,345500.0,medical,48,0.435,0
B08252,23,gig,Delhi,5,44510.44,30498.67,31502.29,27945.44,30818.34,38160.16,self-employed,14,3,45.9,2579.22,22.0,1.0,3,8,8.0,17.0,2021.0,698.23,1.31,9.7,0.278,0.9573066907674509,3.0,3.0,4.0,3.0,4.0,,2.0,3.0,452300.0,medical,24,0.3655,0
B08253,28,gig,Tamil Nadu,3,32853.49,21824.38,12403.82,32955.92,24149.82,30429.37,salaried-gig,13,3,38.7,1366.13,18.0,0.0,4,15,9.0,19.0,,559.8,1.43,2.3,0.304,0.41175964226677564,3.0,2.0,3.0,2.0,3.0,2.0,4.0,2.0,74700.0,consumption,53,0.4711,0
B08254,47,rural,Rajasthan,6,7473.74,8494.34,19118.63,8352.52,9366.84,14744.24,daily-wage,17,2,,,,,3,20,4.0,19.0,2021.0,122.92,1.19,5.7,0.375,0.48001254766609525,3.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,162900.0,business,28,0.7301,1
B08255,29,rural,Rajasthan,5,8666.62,10663.76,18055.68,9145.31,13091.71,17306.86,seasonal,25,2,,,,,1,6,,,2020.0,274.17,1.2,0.0,,,3.0,1.0,4.0,4.0,2.0,2.0,3.0,2.0,172800.0,education,46,0.7836,1
B08256,51,rural,Odisha,4,10817.95,16487.5,23716.02,15058.83,12373.16,27726.06,seasonal,29,4,62.2,2206.27,22.0,1.0,8,11,,,2016.0,276.28,2.23,0.0,,,4.0,4.0,5.0,,2.0,2.0,3.0,4.0,82500.0,education,10,0.5779,0
B08257,47,rural,Rajasthan,5,9402.73,8108.08,11972.92,5918.66,8835.47,12547.37,self-employed,16,2,0.0,1031.2,1.0,0.0,7,24,,,2020.0,100.0,0.85,0.0,,,2.0,1.0,3.0,,3.0,,4.0,3.0,24200.0,agriculture,59,0.4164,0
B08258,34,rural,Madhya Pradesh,4,11052.26,15408.31,21678.92,14197.95,16166.7,20727.95,daily-wage,31,3,60.8,1842.51,17.0,0.0,4,22,,,2015.0,358.99,1.76,0.0,,,3.0,2.0,3.0,3.0,3.0,,2.0,3.0,163500.0,consumption,58,0.3806,0
B08259,33,rural,Uttar Pradesh,7,11186.29,14358.23,24453.43,9680.44,14593.59,15544.74,self-employed,34,2,,,,,5,12,,,2018.0,239.43,2.04,0.0,,,3.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,223500.0,business,45,0.4495,0
B08260,38,gig,Karnataka,2,15617.21,28937.15,29040.8,8351.44,28048.04,10370.19,salaried-gig,11,3,35.3,1552.77,12.0,1.0,6,18,7.0,24.0,2018.0,385.26,1.18,3.6,0.355,0.36144186418076074,3.0,3.0,5.0,3.0,2.0,4.0,2.0,2.0,225300.0,consumption,20,0.4965,0
